keywords,sentence
build piece equipment,building being demolished by a piece of heavy equipment
body raft water,The raft sailed for hours on the body of water.
speech deliver politician president,president of politician delivers a speech during a major rally to launch her presidential programme .
spread smile face,A smile spreads across his face.
locate home park,we have for rent our beautiful home located in a preferred park .
celebration firework event,fireworks are one of many events planned for the annual celebration .
dusk fall attraction,dusk falls over tourist attraction .
road trot horse,A toy horse appears to trot across a road
firefighter flame extinguish night,firefighters were at the scene through the night trying to extinguish the last flames .
fish reef colony,colorful underwater coral colony on a reef with beautiful shoal of tropical fish
skateboard stand artwork,Man stand on his skateboard to show off his artwork.
hold audience pilgrim,religious leader holds a parrot shown by a pilgrim as he arrives for his general audience .
island add kitchen style,amp up style and efficiency in your kitchen by adding an island .
square stand statue,a statue of politician also stands in the main square .
green recur golfer competition,golfer on the green during recurring competition
mushroom grow stump,mushrooms are growing on a stump in the forest
city militant destroy,a video still showed militants destroying an ancient shrine in the city .
build year complex,fireworks explode over building complex to ring in new year .
bloom flower sky,flowers blooming in the garden with sky
leave glow sunshine,red leaves glowing in the sunshine
ruin wall building,ruins of walls and building also known
trunk elephant bump,Two young elephants bumping trunks on a grassland.
lotus pond bloom,the blooming purple lotus in the natural pond
middle stream forest,stream flowing in the middle of the forest .
space float astronaut,astronaut floating in space above the earth
cloud pass airplane,these clouds were made from a passing airplane .
building crane sky,building and crane against blue sky
gift tree pattern,use different patterns to differentiate gifts under the tree .
panel roof construct,pneumatic panels on the new roof being constructed
encounter waterfall hike,a sweat filled hour and a half hike through the jungle you encounter this meter high waterfall .
building tree village,stone building in the historic village framed by trees
shot flower field,a shot of many flowers in a healthy field
museum town building,the museum is one of buildings in the town declared as a national monument
rip paper piece laugh,I had to laugh when I saw my brother rip a piece of paper.
eat grass deer,deer with antlers in velvet eating some grass
room create point,ways to create a focal point in any room
wall painting ceiling,pilgrims admire a giant statue under colourful paintings on wall and ceiling
tower clock window,A tall tower with many windows and a clock at the top portion.
branch bed hang,branches support hanging votive candles on a bed of fresh blooms
rush forest waterfall,rushing waterfall in the forest
direction compass point,your inner compass always points to the right direction .
car city jam,traffic jam of cars queuing at traffic lights with roadworks in a city
visit politician place,politician is surrounded by singing women as she visits islamic place of worship
create bookcase room,create the illusion of an extra room in your studio apartment with a large bookcase .
system planet sun,star system with planets and sun
pattern pineapple image,seamless pattern with the image of pineapples .
auditorium enter student,students and faculty enter the auditorium .
feed butterfly day,large white butterfly feeding on a beautiful flower on a sunny but windy day
color pattern bedroom,this bedroom has an established mix of colors and patterns
